GENE,CHR,STRAND,START,STOP,SIZE
LINC01206,3,+,181670151,181728464,58314
LINC01207,4,+,165675282,165724947,49666
LINC01208,3,-,176321935,176353320,31386
LINC01209,3,-,176531943,176534789,2847
LINC01210,3,+,137490752,137499719,8968
LINC01212,3,+,70048894,70064451,15558
LINC01213,3,+,149956305,149957992,1688
LINC01214,3,-,149983193,150041534,58342
LINC01215,3,+,107843910,107857457,13548
LINC01216,4,-,101581435,101596270,14836
LINC01219,11,+,2012325,2014699,2375
LINC01220,14,+,75761106,75763111,2006
LINC01221,1,+,198985261,199045864,60604
LINC01222,1,-,198961717,198988093,26377
LINC01225,1,+,31971838,31974167,2330
LINC01226,1,+,31984035,31989846,5812
LINC01227,16,-,80600999,80606705,5707
LINC01230,9,+,1048142,1048640,499
LINC01231,9,+,3181588,3200500,18913
LINC01232,13,-,100139215,100151560,12346
LINC01233,19,+,22715427,22716296,870
LINC01234,12,-,114182381,114211488,29108
LINC01237,2,+,242823513,243020873,197361
LINC01239,9,+,22646198,22824212,178015
LINC01241,9,+,25780053,25812966,32914
LINC01242,9,-,30388932,30408452,19521
LINC01246,2,-,6766240,6774838,8599
LINC01247,2,-,6506141,6515554,9414
LINC01248,2,-,5774272,5831250,56979
LINC01249,2,-,4675807,4703812,28006
LINC01250,2,-,2898819,3129798,230980
LINC01251,9,-,33732972,33738414,5443
LINC01252,12,+,11700963,11717335,16373
LINC01254,18,-,10405129,10414367,9239
LINC01255,18,+,11488568,11506982,18415
LINC01256,4,+,133512243,133599655,87413
LINC01257,12,+,131649555,131697476,47922
LINC01258,4,-,38422282,38524801,102520
LINC01260,20,-,43285091,43300380,15290
LINC01262,4,+,190580759,190582640,1882
LINC01264,10,-,43474464,43476955,2492
LINC01265,5,-,38710468,38720375,9908
LINC01266,3,+,633787,887698,253912
LINC01267,3,-,14389950,14394068,4119
LINC01268,6,-,114189178,114194512,5335
LINC01269,14,+,71165414,71178870,13457
LINC01270,20,+,48909256,48931456,22201
LINC01271,20,-,48927247,48937879,10633
LINC01272,20,+,48884022,48896332,12311
LINC01273,20,+,48789106,48793208,4103
LINC01276,6,+,41470181,41487590,17410
LINC01277,6,-,143287558,143358719,71162
LINC01278,X,-,62646438,62780873,134436
LINC01279,3,-,112315640,112320816,5177
LINC01280,2,-,217454715,217471661,16947
LINC01281,X,-,39164209,39186616,22408
LINC01282,X,-,39226538,39251028,24491
LINC01284,X,-,50838681,50914232,75552
LINC01285,X,+,117973518,118015977,42460
LINC01287,7,-,153097003,153109319,12317
LINC01288,8,+,34641438,34722316,80879
LINC01289,8,+,64681987,64698054,16068
LINC01291,2,+,75136257,75165545,29289
LINC01296,14,-,19880208,19925329,45122
LINC01296,14,+,19650036,19684290,34255
LINC01298,8,-,96219234,96228602,9369
LINC01299,8,-,66439242,66474901,35660
LINC01300,8,+,142350647,142354720,4074
LINC01301,8,-,61314729,61326377,11649
LINC01304,2,-,4005244,4021622,16379
LINC01305,2,+,175190754,175195370,4617
LINC01307,1,+,101789392,101842869,53478
LINC01309,13,+,104077549,104080035,2487
LINC01310,22,+,49262581,49294198,31618
LINC01311,22,+,19159218,19160345,1128
LINC01312,6,+,134142284,134175130,32847
LINC01314,15,-,80487820,80544603,56784
LINC01315,22,-,42760405,42765214,4810
LINC01317,2,+,33931952,34522813,590862
LINC01320,2,+,34902623,34947630,45008
LINC01322,3,+,164924747,165231516,306770
LINC01324,3,-,164431882,164549268,117387
LINC01327,3,+,167110583,167126307,15725
LINC01330,3,+,167613735,167641797,28063
LINC01331,5,-,73665200,73832801,167602
LINC01333,5,+,73618310,73624182,5873
LINC01335,5,-,73602234,73604150,1917
LINC01336,5,-,74343543,74348468,4926
LINC01337,5,-,79904439,79918343,13905
LINC01338,5,-,82146683,82155655,8973
LINC01339,5,-,89454155,89585888,131734
LINC01340,5,+,96840399,97006755,166357
LINC01341,1,+,246952918,246954788,1871
LINC01342,1,+,1072396,1079434,7039
LINC01343,1,-,38674705,38680439,5735
LINC01344,1,-,182173079,182283196,110118
LINC01346,1,+,4000671,4012643,11973
LINC01347,1,-,243219615,243265046,45432
LINC01349,1,-,101092605,101112560,19956
LINC01350,1,-,185527511,185597620,70110
LINC01351,1,+,190447389,190450524,3136
LINC01352,1,+,221002596,221005770,3175
LINC01353,1,+,203256279,203257924,1646
LINC01354,1,-,234663636,234667525,3890
LINC01355,1,-,23607801,23612011,4211
LINC01356,1,-,113362790,113393265,30476
LINC01358,1,+,59486147,59553919,67773
LINC01359,1,-,65445259,65468159,22901
LINC01360,1,+,73771852,73804560,32709
LINC01361,1,-,83439565,83451891,12327
LINC01363,1,-,167144598,167165042,20445
LINC01364,1,-,87819209,87837338,18130
LINC01365,4,-,120720260,120725670,5411
LINC01366,5,+,169758396,169762104,3709
LINC01370,20,+,38633102,38637171,4070
LINC01372,7,+,66800962,66805012,4051
LINC01375,10,-,91675245,91717130,41886
LINC01377,5,+,3177948,3181346,3399
LINC01378,4,+,118349553,118610258,260706
LINC01384,20,-,22568159,22588155,19997
LINC01386,5,-,72750014,72768791,18778
LINC01387,18,+,6511414,6590652,79239
LINC01389,1,-,47846467,47902989,56523
LINC01391,3,-,138654030,138662862,8833
LINC01392,7,-,114763652,114871409,107758
LINC01393,7,+,114719011,114766368,47358
LINC01395,11,-,129482015,129487164,5150
LINC01396,4,+,4846163,4852554,6392
LINC01397,1,+,110625309,110652341,27033
LINC01398,1,-,46912344,46915376,3033
LINC01399,22,-,35515816,35627049,111234
LINC01405,12,+,111374405,111375250,846
LINC01410,9,+,66457288,66469310,12023
LINC01411,5,+,173763356,173954142,190787
LINC01412,2,+,145279434,145337001,57568
LINC01413,15,+,57611335,57617237,5903
LINC01419,8,+,84315992,84321132,5141
LINC01420,X,+,56755717,56844004,88288
LINC01422,22,+,27299254,27316573,17320
LINC01423,21,-,39698280,39717998,19719
LINC01424,21,+,46222155,46224631,2477
LINC01425,21,+,23119304,23169735,50432
LINC01426,21,+,36118121,36157168,39048
LINC01427,20,-,22260865,22263439,2575
LINC01428,20,-,7127113,7234849,107737
LINC01429,20,-,50448335,50479452,31118
LINC01430,20,-,43077416,43079197,1782
LINC01431,20,-,23337230,23338764,1535
LINC01432,20,+,22034727,22055292,20566
LINC01433,20,+,4173736,4176600,2865
LINC01435,10,-,109631334,109829051,197718
LINC01436,21,+,37377617,37380593,2977
LINC01440,20,+,54039580,54043329,3750
LINC01441,20,-,54036873,54043735,6863
LINC01443,18,+,14946265,14973755,27491
LINC01444,18,-,14969605,14970467,863
LINC01445,7,+,54398389,54417538,19150
LINC01446,7,-,53723201,53879624,156424
LINC01447,7,+,47661536,47669491,7956
LINC01448,7,-,42701325,42746046,44722
LINC01449,7,+,41141201,41173099,31899
LINC01450,7,-,41004276,41019537,15262
LINC01452,10,+,36067229,36089848,22620
LINC01461,1,-,85063646,85086714,23069
LINC01465,12,-,62995530,62997214,1685
LINC01467,14,-,82071690,82089405,17716
LINC01468,10,-,54210636,54230293,19658
LINC01470,5,-,151998524,152351909,353386
LINC01471,3,-,127216443,127256623,40181
LINC01473,2,-,186898260,186951044,52785
LINC01474,9,-,75486644,75489025,2382
LINC01475,10,-,101286106,101290934,4829
LINC01476,17,-,57508229,57604218,95990
LINC01477,18,+,37646249,37679197,32949
LINC01478,18,-,41903399,42111662,208264
LINC01479,12,+,68323014,68363797,40784
LINC01480,19,+,42041859,42043266,1408
LINC01481,12,-,70615969,70637140,21172
LINC01482,17,+,66624294,66675747,51454
LINC01483,17,+,67590127,67899141,309015
LINC01484,5,-,173134601,173173212,38612
LINC01485,5,-,173213792,173217945,4154
LINC01486,12,-,109791991,109797293,5303
LINC01487,3,+,154958733,154960912,2180
LINC01488,11,+,69300328,69308311,7984
LINC01489,12,+,15154766,15159617,4852
LINC01490,12,+,81156932,81164494,7563
LINC01491,15,-,48095580,48138433,42854
LINC01492,9,-,105902809,106087315,184507
LINC01493,11,+,38670407,38676799,6393
LINC01494,2,-,219765536,219795359,29824
LINC01495,11,-,22467217,22513565,46349
LINC01496,X,-,51242760,51250293,7534
LINC01497,17,+,67957847,67979685,21839
LINC01498,12,-,108853201,108867466,14266
LINC01499,11,+,41736117,41857992,121876
LINC01500,14,+,59295005,59484046,189042
LINC01501,9,-,93224713,93345028,120316
LINC01502,9,+,138466770,138478958,12189
LINC01503,9,+,132099201,132109756,10556
LINC01504,9,+,74920351,74958126,37776
LINC01505,9,+,109378338,109442081,63744
LINC01506,9,-,71158456,71161518,3063
LINC01507,9,+,82439444,82649470,210027
LINC01508,9,-,93063177,93195771,132595
LINC01509,9,-,110182564,110228866,46303
LINC01510,7,-,116203647,116254874,51228
LINC01511,5,-,1363696,1380188,16493
LINC01512,6,+,43858764,43905944,47181
LINC01514,10,+,102936078,102953904,17827
LINC01515,10,+,67331182,67526299,195118
LINC01516,10,+,25401986,25450162,48177
LINC01517,10,+,29032578,29097148,64571
LINC01518,10,-,43168460,43187207,18748
LINC01519,10,-,86953176,86958694,5519
LINC01520,10,+,87209348,87251758,42411
LINC01521,22,+,31742744,31747141,4398
LINC01522,20,-,46608836,46618861,10026
LINC01523,20,+,46611969,46613057,1089
LINC01524,20,+,51237376,51266965,29590
LINC01525,1,+,117838087,117863958,25872
LINC01526,6,-,82523002,82523909,908
LINC01529,19,-,36279777,36288811,9035
LINC01530,19,-,52095035,52097633,2599
LINC01531,19,+,35896508,35907742,11235
LINC01532,19,+,29493461,29504862,11402
LINC01533,19,+,32516767,32539805,23039
LINC01534,19,-,37176340,37178351,2012
LINC01535,19,+,37742786,37756437,13652
LINC01537,11,+,72281699,72284266,2568
LINC01538,18,-,61880317,61927290,46974
LINC01539,18,-,53750586,53804767,54182
LINC01540,18,+,3466247,3478976,12730
LINC01541,18,-,69187199,69246192,58994
LINC01543,18,+,24002958,24018008,15051
LINC01544,18,+,59415408,59421928,6521
LINC01545,X,-,46746853,46759139,12287
LINC01546,X,+,3189860,3202694,12835
LINC01547,21,-,46353198,46359828,6631
LINC01548,21,-,34537775,34542541,4767
LINC01549,21,+,18811207,18821503,10297
LINC01550,14,-,98391946,98444461,52516
LINC01551,14,+,29241909,29264000,22092
LINC01552,10,-,23492744,23528721,35978
LINC01553,10,-,61717974,61720671,2698
LINC01554,5,+,95187935,95195836,7902
LINC01555,1,-,85093912,85100703,6792
LINC01556,6,+,28911560,28912315,756
LINC01558,6,-,168185218,168197539,12322
LINC01559,12,-,13523604,13529679,6076
LINC01560,X,+,47342114,47344626,2513
LINC01561,10,+,122357460,122359635,2176
LINC01563,17,+,20978868,20993926,15059
LINC01564,6,+,53493177,53496192,3016
LINC01565,3,-,128290842,128294929,4088
LINC01566,16,+,34597786,34626084,28299
LINC01567,16,-,24672742,24682383,9642
LINC01568,16,+,73420703,73455295,34593
LINC01573,9,+,139442293,139444196,1904
LINC-PINT,7,-,130562320,130794675,232356
LINCR-0001,8,+,10332074,10339484,7411
LINCR-0002,3,+,191143312,191308145,164834
LINCR-0003,5,+,56866168,56913254,47087
LINC-ROR,18,-,54721803,54739350,17548
LINGO1,15,-,77905365,78113242,207878
LINGO2,9,-,27948083,29212998,1264916
LINGO3,19,-,2289773,2308156,18384
LINGO4,1,-,151772764,151777882,5119
LINS,15,-,101109427,101142445,33019
LIPA,10,-,90973325,91011796,38472
LIPC,15,+,58724174,58861073,136900
LIPE,19,-,42905658,42931578,25921
LIPE-AS1,19,+,42901299,43156507,255209
LIPF,10,+,90424145,90438572,14428
LIPG,18,+,47088426,47119278,30853
LIPH,3,-,185225569,185270369,44801
LIPI,21,-,15481134,15579254,98121
LIPJ,10,+,90346518,90366733,20216
LIPK,10,+,90484300,90512513,28214
LIPM,10,+,90562486,90580303,17818
LIPN,10,+,90521162,90537999,16838
LIPT1,2,+,99771417,99779613,8197
LIPT2,11,-,74202922,74204755,1834
LITAF,16,-,11641577,11681322,39746
LIX1,5,-,96427573,96478520,50948
LIX1L,1,+,145477066,145501669,24604
LKAAEAR1,20,-,62714732,62715712,981
LL22NC01-81G9.3,22,+,37361288,37364213,2926
LL22NC03-63E9.3,22,+,22901749,22909004,7256
LL22NC03-75H12.2,22,-,47857047,47882860,25814
LLGL1,17,+,18128935,18148188,19254
LLGL2,17,+,73521782,73571290,49509
LLPH,12,-,66516848,66524533,7686
LLPH-AS1,12,+,66524530,66528229,3700
LMAN1,18,-,56995055,57026508,31454
LMAN1L,15,+,75105193,75118099,12907
LMAN2,5,-,176758562,176778885,20324
LMAN2L,2,-,97371666,97405813,34148
LMBR1,7,-,156473569,156685902,212334
LMBR1L,12,-,49490922,49504683,13762
LMBRD1,6,-,70385640,70507049,121410
LMBRD2,5,-,36103413,36152015,48603
LMCD1,3,+,8543492,8609811,66320
LMCD1-AS1,3,-,8262833,8543344,280512
LMF1,16,-,903634,1031318,127685
LMF1-AS1,16,+,971032,984524,13493
LMF2,22,-,50941375,50946135,4761
LMLN,3,+,197687070,197770591,83522
LMLN-AS1,3,-,197765194,197766338,1145
LMNA,1,+,156052336,156109880,57545
LMNB1,5,+,126112314,126172712,60399
LMNB2,19,-,2428162,2456966,28805
LMNTD1,12,-,25629015,25801496,172482
LMNTD2,11,-,554849,560779,5931
LMO1,11,-,8245850,8290182,44333
LMO2,11,-,33880122,33913836,33715
LMO3,12,-,16701305,16761148,59844
LMO4,1,+,87794150,87814607,20458
LMO7,13,+,76194569,76434006,239438
LMO7-AS1,13,-,76178835,76210130,31296
LMO7DN,13,+,76445173,76457948,12776
LMO7DN-IT1,13,+,76451021,76455261,4241
LMOD1,1,-,201865583,201915716,50134
LMOD2,7,+,123295860,123304147,8288
LMOD3,3,-,69156038,69171746,15709
LMTK2,7,+,97736196,97838944,102749
LMTK3,19,-,48988527,49016446,27920
LMX1A,1,-,165171103,165325952,154850
LMX1B,9,+,129376721,129463311,86591
LNP1,3,+,100120036,100175170,55135
LNPEP,5,+,96271345,96365115,93771
LNX1,4,-,54326436,54457753,131318
LNX1-AS1,4,+,54366243,54389443,23201
LNX1-AS2,4,+,54459122,54471548,12427
LNX2,13,-,28120049,28194720,74672
LOC100049716,12,+,740056,755044,14989
LOC100093631,7,-,74601103,74653459,52357
LOC100093631,7,+,72569011,72621336,52326
LOC100101148,7,+,72440212,72443674,3463
LOC100126784,11,-,19732479,19736218,3740
LOC100128006,17,-,12663450,12693601,30152
LOC100128076,9,+,94895115,94900911,5797
LOC100128127,10,-,134898752,134900201,1450
LOC100128164,3,-,169661771,169684522,22752
LOC100128176,6,-,149275396,149285820,10425
LOC100128233,14,-,65679610,65689065,9456
LOC100128239,11,+,133902166,133911236,9071
LOC100128288,17,-,8261730,8263859,2130
LOC100128317,7,-,81205701,81320722,115022
LOC100128361,9,+,95380331,95382817,2487
LOC100128398,19,+,58514261,58518574,4314
LOC100128494,11,+,71725336,71731956,6621
LOC100128531,22,-,25498383,25508659,10277
LOC100128554,12,+,126927026,126957331,30306
LOC100128568,19,+,5978413,6020374,41962
LOC100128573,19,-,7537722,7538247,526
LOC100128593,9,+,139640612,139644363,3752
LOC100128714,15,+,26147506,26298267,150762
LOC100128770,16,+,3082481,3089133,6653
LOC100128885,7,+,64035072,64078967,43896
LOC100128993,8,-,19041185,19103032,61848
LOC100129027,21,-,47247754,47256333,8580
LOC100129034,9,+,127115751,127121463,5713
LOC100129046,1,+,94057524,94065587,8064
LOC100129055,10,+,38464598,38503273,38676
LOC100129083,19,+,51919159,51920679,1521
LOC100129138,1,+,104615644,104619693,4050
LOC100129148,7,-,139102208,139112272,10065
LOC100129175,2,+,219866936,219880444,13509
LOC100129203,11,+,94963349,94967568,4220
LOC100129216,11,+,71589498,71595607,6110
LOC100129223,12,-,3592877,3601985,9109
LOC100129316,9,-,93825575,93837414,11840
LOC100129345,14,-,98098983,98152995,54013
LOC100129361,12,+,11323779,11328619,4841
LOC100129434,2,-,56400668,56412905,12238
LOC100129461,6,+,5004049,5240729,236681
LOC100129518,6,-,160181290,160183364,2075
LOC100129520,X,+,124453968,124456950,2983
LOC100129534,1,-,2281852,2284100,2249
LOC100129550,3,+,122605359,122611263,5905
LOC100129603,7,-,3180564,3198206,17643
LOC100129617,16,+,81698958,81700879,1922
LOC100129620,1,+,99469831,99614408,144578
LOC100129636,6,+,29003797,29044517,40721
LOC100129697,16,+,89006446,89017932,11487
LOC100129917,4,-,773936,775636,1701
LOC100129924,1,+,43253660,43263901,10242
LOC100129931,4,-,7032280,7047958,15679
LOC100129935,19,+,40129324,40133041,3718
LOC100129940,12,-,66245006,66275947,30942
LOC100129973,15,+,52472222,52498076,25855
LOC100130075,12,-,69198216,69199274,1059
LOC100130093,1,+,227916239,227922055,5817
LOC100130238,12,+,132851976,132857486,5511
LOC100130264,20,-,19222945,19265240,42296
LOC100130298,8,-,61878679,61880307,1629
LOC100130331,1,+,238025474,238091619,66146
LOC100130357,6,-,13279526,13295818,16293
LOC100130370,17,-,79349698,79359160,9463
LOC100130417,1,-,852197,855072,2876
LOC100130451,2,-,214141276,214148929,7654
LOC100130452,2,-,197565358,197577736,12379
LOC100130476,6,-,138144806,138189370,44565
LOC100130539,10,+,44788197,44790097,1901
LOC100130587,20,+,61991339,62002529,11191
LOC100130673,7,-,32496509,32498106,1598
LOC100130691,2,-,178148235,178257419,109185
LOC100130700,16,-,34739458,34740840,1383
LOC100130705,7,+,128506463,128512101,5639
LOC100130744,5,+,14712802,14716638,3837
LOC100130849,7,-,56943077,56949839,6763
LOC100130872,4,-,1189570,1202750,13181
LOC100130880,7,+,137638093,137642712,4620
LOC100130899,22,+,40428335,40432581,4247
LOC100130950,17,+,5095378,5138931,43554
LOC100130964,8,+,39420630,39437653,17024
LOC100130987,11,+,67085309,67159158,73850
LOC100130992,10,+,22541000,22547477,6478
LOC100131047,6,-,38874270,38920883,46614
LOC100131257,7,-,7115400,7136417,21018
LOC100131289,6,+,27729522,27730966,1445
LOC100131303,16,-,68047338,68049814,2477
LOC100131315,15,-,33010301,33011066,766
LOC100131347,17,+,37213271,37237704,24434
LOC100131496,20,+,45947245,45949498,2254
LOC100131564,1,-,93775665,93811368,35704
LOC100131626,11,-,118251934,118289530,37597
LOC100131635,3,+,187420153,187450203,30051
LOC100131655,18,-,74506687,74534251,27565
LOC100132057,1,+,143687126,147904682,4217557
LOC100132077,9,+,97094757,97123230,28474
LOC100132078,11,-,111284966,111288911,3946
LOC100132111,1,+,151810944,151816641,5698
LOC100132146,3,+,46653924,46668033,14110
LOC100132174,17,-,75718953,75724641,5689
LOC100132215,2,-,63271099,63275656,4558
LOC100132287,1,+,323891,328581,4691
LOC100132287,5,+,180750506,180755196,4691
LOC100132304,X,-,72001688,72002484,797
LOC100132304,X,+,72158002,72158798,797
LOC100132352,9,+,68726540,68748372,21833
LOC100132356,5,-,43065288,43067073,1786
LOC100132735,6,+,140092209,140181608,89400
LOC100132741,X,+,70917045,70923256,6212
LOC100132781,9,+,99631181,99634510,3330
LOC100132831,X,-,40690469,40692449,1981
LOC100132891,8,+,72755357,72968547,213191
LOC100133050,5,-,99715208,99723958,8751
LOC100133077,9,-,140762376,140787022,24647
LOC100133091,7,+,76178657,76257299,78643
LOC100133267,8,-,11921897,12175825,253929
LOC100133286,21,-,37441939,37498938,57000
LOC100133315,11,-,71576554,71639493,62940
LOC100133331,1,-,661138,665731,4594
LOC100133331,1,+,323891,328581,4691
LOC100133331,5,+,180750506,180755196,4691
LOC100133461,4,-,3675319,3679582,4264
LOC100133669,8,-,144063447,144099807,36361
LOC100133920,9,+,69651360,69664949,13590
LOC100133985,2,-,70351167,70352448,1282
LOC100134317,19,+,36802244,36803570,1327
LOC100134368,16,+,432240,442960,10721
LOC100134391,17,+,71733992,71752696,18705
LOC100134868,20,+,25990434,26002430,11997
LOC100144595,2,-,155292364,155313950,21587
LOC100147773,1,+,165738165,165744685,6521
LOC100190940,12,-,130518356,130526887,8532
LOC100190986,16,-,21443344,21445776,2433
LOC100192426,18,-,8360817,8367032,6216
LOC100240728,7,-,56549797,56551012,1216
LOC100240734,12,+,54495992,54496483,492
LOC100240735,12,-,54472622,54475607,2986
LOC100268168,5,-,172381785,172386371,4587
LOC100270746,6,-,26987144,26988085,942
LOC100270804,20,+,18774692,18776709,2018
LOC100271832,2,+,33152193,33171202,19010
LOC100272216,5,-,68926979,68929028,2050
LOC100272217,9,-,133452736,133454881,2146
LOC100286922,2,-,234662961,234663991,1031
LOC100287010,2,-,104995307,105024790,29484
LOC100287015,8,-,6261076,6264069,2994
LOC100287036,16,+,89387540,89391518,3979
LOC100287042,17,+,73267379,73269976,2598
LOC100287072,17,+,20615758,20641178,25421
LOC100287098,8,+,145660550,145665276,4727
LOC100287225,18,+,48918411,49088839,170429
LOC100287592,5,-,50265050,50266021,972
LOC100287632,6,+,119103870,119104581,712
LOC100287704,7,+,62809447,62812152,2706
LOC100287728,X,+,134254548,134257529,2982
LOC100287792,20,+,36305311,36311636,6326
LOC100287834,7,-,62856717,62859419,2703
LOC100287834,7,+,62809447,62812152,2706
LOC100287846,8,+,48100929,48104439,3511
LOC100287944,12,-,106890187,107168609,278423
LOC100288069,1,-,700244,714068,13825
LOC100288123,19,+,1822087,1824542,2456
LOC100288152,5,+,473350,481006,7657
LOC100288162,16,-,15019606,16419791,1400186
LOC100288162,16,+,18436589,18438123,1535
LOC100288181,8,-,143783669,143808391,24723
