GENE,CHR,START,STOP,STRAND,SIZE
RP11-369E15.4,8,20854918,20870695,+,15778
RP11-369E15.2,8,20855803,20870695,+,14893
RP11-421P23.1,8,20875588,20896910,+,21323
RP11-421P23.2,8,20925087,20930849,+,5763
AC021613.1,8,21057922,21058024,+,103
RP11-24P4.1,8,21199997,21211240,+,11244
AC009695.1,8,21395819,21395907,+,89
AC022716.1,8,21451789,21451875,+,87
GFRA2,8,21592195,21725815,-,133621
DOK2,8,21822330,21827317,-,4988
XPO7,8,21833126,21920042,+,86917
NPM2,8,21937582,21950354,+,12773
snoU13,8,21945807,21945909,+,103
FGF17,8,21955855,21962266,+,6412
EPB49,8,21962452,21995984,+,33533
FAM160B2,8,22002616,22018354,+,15739
AC091171.1,8,22016413,22017835,+,1423
NUDT18,8,22020328,22022877,-,2550
HR,8,22027873,22046842,-,18970
REEP4,8,22051478,22055409,-,3932
LGI3,8,22060283,22070542,-,10260
SFTPC,8,22070371,22077937,+,7567
BMP1,8,22078194,22125784,+,47591
AC105206.1,8,22082796,22085168,+,2373
PHYHIP,8,22133167,22145799,-,12633
MIR320A,8,22158420,22158501,-,82
POLR3D,8,22158562,22165430,+,6869
CTD-2530N21.4,8,22168034,22188620,-,20587
PIWIL2,8,22188755,22271021,+,82267
SLC39A14,8,22280707,22347587,+,66881
CTD-2036J7.1,8,22303323,22304113,-,791
U6,8,22347849,22347955,+,107
PPP3CC,8,22354277,22454597,+,100321
RP11-382J24.2,8,22406089,22406502,+,414
RP11-582J16.4,8,22454303,22458863,-,4561
SORBS3,8,22458444,22489246,+,30803
RP11-582J16.3,8,22479455,22480629,-,1175
PDLIM2,8,22491737,22511483,+,19747
AC037459.4,8,22502732,22515542,+,12811
C8orf58,8,22513059,22517608,+,4550
KIAA1967,8,22518090,22534972,+,16883
RP11-582J16.5,8,22527366,22530115,-,2750
BIN3,8,22533876,22582606,-,48731
CTD-3247F14.2,8,22592471,22597467,-,4997
EGR3,8,22601117,22606760,-,5644
RP11-459E5.1,8,22603608,22712074,+,108467
PEBP4,8,22626714,22913458,-,286745
RP11-87E22.2,8,22791430,22801480,+,10051
RP11-87E22.1,8,22808892,22811271,-,2380
Metazoa_SRP,8,22891335,22891583,+,249
RP11-875O11.1,8,22898054,22932793,-,34740
RHOBTB2,8,22900875,22933657,+,32783
TNFRSF10B,8,22933591,22982637,-,49047
RP11-875O11.2,8,22981687,22997077,+,15391
RP11-875O11.3,8,22984835,22987946,-,3112
TNFRSF10C,8,22997813,23030895,+,33083
TNFRSF10D,8,23049046,23077488,-,28443
RP11-1149O23.2,8,23102737,23104133,+,1397
TNFRSF10A,8,23103910,23138584,-,34675
RP11-1149O23.1,8,23120376,23120827,+,452
RP11-1149O23.3,8,23137929,23144384,+,6456
RP11-1149O23.4,8,23138691,23144373,-,5683
CHMP7,8,23157095,23175457,+,18363
R3HCC1,8,23183578,23209737,+,26160
LOXL2,8,23210647,23338786,-,128140
RP11-177H13.2,8,23249629,23279583,+,29955
ENTPD4,8,23299241,23371153,-,71913
CTC-756D1.2,8,23372059,23398429,+,26371
CTC-756D1.1,8,23396474,23396992,-,519
CTC-756D1.3,8,23406467,23407656,-,1190
SLC25A37,8,23442263,23488921,+,46659
AC051642.1,8,23468232,23476596,-,8365
FP15737,8,23486102,23488919,+,2818
U4,8,23513484,23513596,-,113
RP11-583M2.2,8,23548334,23548965,-,632
NKX3-1,8,23592151,23596385,-,4235
NKX2-6,8,23615909,23620056,-,4148
RP11-175E9.1,8,23620599,23702945,+,82347
RP11-213G6.2,8,23639789,23656500,-,16712
AC012119.1,8,23682014,23682103,-,90
SNORA67,8,23719687,23719835,-,149
STC1,8,23755373,23768265,-,12893
U1,8,23990455,23990616,-,162
RP11-203E8.1,8,24083415,24090538,-,7124
ADAM28,8,24207498,24272476,+,64979
RP11-624C23.1,8,24209272,24825491,-,616220
ADAMDEC1,8,24297743,24319471,+,21729
ADAM7,8,24354388,24440373,+,85986
RP11-561E1.1,8,24403715,24428232,-,24518
NEFM,8,24826430,24832512,+,6083
NEFL,8,24864385,24870541,-,6157
CTD-2168K21.1,8,24905433,24923209,+,17777
RP11-429O2.1,8,25054826,25055400,-,575
Metazoa_SRP,8,25094863,25095152,-,290
DOCK5,8,25098155,25331515,+,233361
GNRH1,8,25332693,25338087,-,5395
RP11-395I14.2,8,25338954,25340013,-,1060
KCTD9,8,25341283,25371909,-,30627
CDCA2,8,25372430,25421353,+,48924
RP11-219J21.1,8,25599231,25600957,+,1727
RP11-219J21.2,8,25690112,25690889,+,778
RP11-299D14.2,8,25747562,25753568,-,6007
EBF2,8,25755163,25958830,-,203668
AC090103.1,8,25854656,25857302,-,2647
RNA5SP258,8,26050313,26050431,+,119
RP11-98P2.1,8,26168316,26170061,-,1746
PPP2R2A,8,26204924,26286113,+,81190
SDAD1P1,8,26292692,26296386,-,3695
BNIP3L,8,26296331,26419069,+,122739
RP11-14I17.2,8,26336026,26337362,+,1337
RP11-14I17.1,8,26346462,26347498,-,1037
RP11-14I17.3,8,26353924,26356028,+,2105
PNMA2,8,26418119,26427525,-,9407
DPYSL2,8,26427708,26571611,+,143904
RP11-1G11.2,8,26461102,26461896,+,795
ADRA1A,8,26661584,26780707,-,119124
RP11-384C12.1,8,26685224,26685574,+,351
RP11-384C12.2,8,26749251,26749734,-,484
RP11-613H2.1,8,26924581,26925805,-,1225
MIR548H4,8,26962287,26962397,-,111
RP11-613H2.2,8,26977430,26978712,-,1283
RP11-521M14.2,8,26999611,27000683,+,1073
AC090150.1,8,27061138,27061226,+,89
RP11-521M14.1,8,27097755,27123928,+,26174
STMN4,8,27148757,27171854,-,23098
TRIM35,8,27198321,27224753,-,26433
PTK2B,8,27224916,27372820,+,147905
CHRNA2,8,27373196,27393317,-,20122
EPHX2,8,27404213,27458998,+,54786
GULOP,8,27473708,27502507,+,28800
CLU,8,27510351,27528465,-,18115
SCARA3,8,27547304,27590212,+,42909
U6,8,27593268,27593371,+,104
RP11-16P20.2,8,27610653,27610962,-,310
MIR3622A,8,27615109,27615203,-,95
CCDC25,8,27646754,27686089,-,39336
RP11-16P20.3,8,27646774,27669862,+,23089
snoU13,8,27668468,27668558,-,91
ESCO2,8,27685385,27726076,+,40692
U6,8,27687081,27687184,+,104
PBK,8,27723056,27751531,-,28476
RP11-1149M3.2,8,27751913,27753818,+,1906
SCARA5,8,27783318,27906163,-,122846
MIR4287,8,27799475,27799552,-,78
RP11-597M17.3,8,27816665,27816931,-,267
RP11-597M17.2,8,27817002,27817151,+,150
RP11-597M17.1,8,27817917,27823746,+,5830
NUGGC,8,27935400,27997307,-,61908
ELP3,8,28003109,28104592,+,101484
RP11-380I10.2,8,28139365,28140998,+,1634
RP11-380I10.3,8,28151866,28152341,+,476
RP11-380I10.4,8,28163499,28252691,-,89193
RP11-380I10.1,8,28213119,28214002,+,884
PNOC,8,28230422,28256791,+,26370
ZNF395,8,28259021,28316137,-,57117
FBXO16,8,28261723,28403754,-,142032
RP11-181B11.1,8,28328960,28333491,-,4532
U6,8,28329884,28329987,+,104
RP11-181B11.2,8,28360700,28369338,+,8639
FZD3,8,28407648,28487694,+,80047
MIR4288,8,28418552,28418618,-,67
RNA5SP259,8,28443847,28443955,+,109
EXTL3,8,28513905,28669035,+,155131
EXTL3-AS1,8,28609637,28614900,-,5264
INTS9,8,28681097,28803678,-,122582
RP11-662B19.2,8,28711578,28712905,+,1328
RP11-662B19.1,8,28723539,28723854,+,316
HMBOX1,8,28803830,28978200,+,174371
HMBOX1-IT1,8,28863112,28869391,+,6280
RNA5SP260,8,28961930,28962040,-,111
CTD-2647L4.3,8,28965953,28967195,+,1243
CTD-2647L4.4,8,28969371,28970121,+,751
CTD-2647L4.5,8,28980715,28981890,+,1176
KIF13B,8,28980715,29176560,-,195846
CTD-2647L4.1,8,29024009,29054165,+,30157
Metazoa_SRP,8,29056129,29056403,+,275
HMGB1P23,8,29132341,29132908,+,568
AC084262.1,8,29183410,29183497,-,88
AC084262.2,8,29227192,29227284,-,93
AC084262.3,8,29236700,29236792,-,93
DUSP4,8,29246500,29264104,-,17605
RP4-676L2.1,8,29265856,29266606,-,751
RP11-486M23.1,8,29440748,29443759,+,3012
RP11-486M23.2,8,29461607,29477777,+,16171
RPL17P33,8,29545526,29546079,+,554
LINC00589,8,29587357,29661544,-,74188
AC145110.1,8,29661744,29711927,+,50184
RP11-94H18.2,8,29841702,29848719,+,7018
RP11-489E7.1,8,29882793,29886014,+,3222
RP11-94H18.3,8,29898571,29930782,+,32212
AC131254.1,8,29905663,29905747,+,85
MIR3148,8,29934330,29934406,-,77
MAP2K1P1,8,30004771,30005958,+,1188
U6,8,30020859,30020966,-,108
TMEM66,8,30040070,30060265,-,20196
LEPROTL1,8,30072456,30154266,+,81811
RPS15AP24,8,30094442,30094837,-,396
MBOAT4,8,30108882,30121744,-,12863
DCTN6,8,30133355,30160698,+,27344
RP11-51J9.4,8,30153612,30157946,-,4335
HSPA8P11,8,30214440,30218055,+,3616
CTD-2345M20.2,8,30226560,30227150,-,591
CTD-3107M8.1,8,30309019,30309335,-,317
CTD-3107M8.2,8,30326924,30327405,-,482
TUBBP1,8,30328931,30330576,+,1646
CTD-3107M8.4,8,30359177,30362459,-,3283
RBPMS,8,30361486,30549320,+,187835
GTF2E2,8,30555377,30635310,-,79934
CTD-2373N4.5,8,30573973,30574591,+,619
SMIM18,8,30615659,30623123,+,7465
CTD-2373N4.1,8,30620748,30620861,+,114
RNU5A-3P,8,30620748,30620861,+,114
GSR,8,30655125,30704985,-,49861
UBXN8,8,30709306,30744064,+,34759
PPP2CB,8,30751515,30791372,-,39858
TEX15,8,30808602,30867664,-,59063
RP5-1009N12.1,8,30898118,30898393,+,276
RP11-293D9.2,8,30960517,30961379,-,863
PURG,8,30972863,31010773,-,37911
WRN,8,31010859,31150827,+,139969
RP11-473A17.1,8,31108597,31108860,-,264
RP11-363L24.3,8,31144136,31154225,-,10090
RP11-363L24.2,8,31196952,31198042,-,1091
RP11-566H8.3,8,31252654,31361337,+,108684
RP11-566H8.2,8,31316255,31323537,+,7283
RP11-566H8.1,8,31474481,31475670,+,1190
RNA5SP261,8,31575157,31575262,-,106
NRG1,8,31616444,32742090,+,1125647
NRG1-IT1,8,32003277,32116533,+,113257
NRG1-IT2,8,32148440,32264624,+,116185
RNA5SP262,8,32169086,32169211,-,126
RNA5SP263,8,32233554,32233681,+,128
NRG1-IT3,8,32417804,32419783,+,1980
U6,8,32888553,32888658,-,106
RP11-11N9.4,8,32973238,33021915,+,48678
MTND1P6,8,32991141,32992086,+,946
MTND2P32,8,32992321,32994103,+,1783
RANP9,8,33016583,33016853,+,271
AC104037.1,8,33172897,33172997,+,101
RP11-451O18.1,8,33203908,33204207,-,300
U6,8,33315927,33316026,+,100
FUT10,8,33347884,33450482,-,102599
RP11-359B20.1,8,33413328,33413760,-,433
TTI2,8,33450446,33490661,-,40216
MAK16,8,33461810,33478320,+,16511
SNORD13,8,33490535,33490638,+,104
RP11-359B20.5,8,33500214,33500351,+,138
SNORA70,8,33517100,33517197,+,98
RP11-10D7.5,8,33517245,33517553,+,309
RNF122,8,33524815,33544185,-,19371
Metazoa_SRP,8,33557272,33557568,-,297
DUSP26,8,33568398,33577166,-,8769
RP11-317N12.1,8,33581916,34016068,+,434153
RP11-10D7.2,8,33618641,33618999,-,359
Metazoa_SRP,8,33692844,33693128,+,285
VENTXP5,8,33699365,33700139,-,775
RP1-273G13.1,8,33836540,33837283,-,744
RP1-273G13.2,8,33946621,33946939,-,319
RP1-273G13.3,8,33950761,33986655,-,35895
RP11-431M3.1,8,34151946,34161955,+,10010
RP1-84O15.2,8,34205499,34323791,+,118293
RP11-431M3.2,8,34206354,34226006,-,19653
RP1-84O15.1,8,34300052,34300702,-,651
RP11-258J10.1,8,34761112,34841858,+,80747
RP11-734J24.1,8,34851219,34851693,+,475
AC098612.1,8,34947266,34947359,+,94
UNC5D,8,35212517,35773610,+,561094
LSM12P1,8,35502236,35502823,-,588
AC012215.1,8,35768907,35772926,+,4020
RP11-473J6.1,8,35839183,35947725,+,108543
RP11-89M20.2,8,35981376,36072106,-,90731
RP11-89M20.1,8,36098458,36098743,-,286
7SK,8,36243545,36243824,+,280
RP11-593P24.2,8,36254823,36255946,-,1124
MTND6P19,8,36256020,36256543,+,524
RP11-593P24.3,8,36256551,36256756,-,206
RP11-139F9.1,8,36285303,36285422,+,120
U6,8,36286642,36286748,-,107
RP11-593P24.4,8,36298100,36298465,-,366
RP11-962G15.1,8,36514067,36755840,-,241774
RP1-155O2.1,8,36557856,36558267,-,412
RNA5SP264,8,36741121,36741227,+,107
KCNU1,8,36761000,36912804,+,151805
RP11-158D1.1,8,36865158,36865983,+,826
AC090453.1,8,36964653,36965088,-,436
RP11-419C23.1,8,37044117,37046094,-,1978
SMARCE1P4,8,37071826,37072066,+,241
RP11-527N22.1,8,37303251,37308660,-,5410
RP11-527N22.2,8,37382115,37383400,-,1286
RP11-150O12.1,8,37398017,37530859,-,132843
RP11-150O12.2,8,37456765,37457485,+,721
RP11-150O12.6,8,37493086,37493697,-,612
RP11-150O12.5,8,37537042,37542042,+,5001
RP11-150O12.3,8,37574156,37576534,-,2379
RP11-150O12.4,8,37577213,37602549,-,25337
RP11-346L1.2,8,37602691,37651063,-,48373
U6,8,37645574,37645681,+,108
ZNF703,8,37672427,37676695,+,4269
RP11-863K10.2,8,37694255,37710432,+,16178
RP11-863K10.7,8,37711437,37714102,-,2666
ERLIN2,8,37713275,37735777,+,22503
RP11-863K10.4,8,37724012,37724680,-,669
PROSC,8,37739269,37756441,+,17173
GPR124,8,37760867,37821572,+,60706
BRF2,8,37819944,37826580,-,6637
RAB11FIP1,8,37835294,37876143,-,40850
Metazoa_SRP,8,37885417,37885711,+,295
GOT1L1,8,37910957,37916804,-,5848
AC144573.1,8,37926411,37926506,-,96
ADRB3,8,37939673,37943640,-,3968
EIF4EBP1,8,38007016,38037040,+,30025
KB-1836B5.1,8,38039556,38040466,+,911
ASH2L,8,38081917,38120751,+,38835
RP11-90P5.4,8,38099049,38099155,+,107
U6,8,38099049,38099155,+,107
RP11-90P5.5,8,38099949,38101326,+,1378
STAR,8,38120324,38127940,-,7617
RP11-90P5.2,8,38125416,38140447,+,15032
LSM1,8,38139996,38153405,-,13410
RP11-90P5.7,8,38142687,38142793,-,107
U6,8,38142687,38142793,-,107
BAG4,8,38153208,38189976,+,36769
RP11-90P5.1,8,38178374,38180913,-,2540
DDHD2,8,38201893,38252233,+,50341
PPAPDC1B,8,38239805,38245918,-,6114
WHSC1L1,8,38251701,38358947,-,107247
RP11-513D5.5,8,38252563,38253355,+,793
RP11-513D5.2,8,38312656,38314226,+,1571
LETM2,8,38362882,38386202,+,23321
RP11-350N15.3,8,38377211,38378358,-,1148
FGFR1,8,38387813,38445509,-,57697
RP11-350N15.4,8,38398564,38402771,+,4208
RPS20P22,8,38411022,38412339,-,1318
C8orf86,8,38487509,38505337,-,17829
RP11-675F6.3,8,38520327,38529355,-,9029
RP11-675F6.4,8,38528923,38535695,-,6773
RNF5P1,8,38577336,38577875,-,540
RP11-495O10.1,8,38677301,38681530,-,4230
TACC1,8,38704861,38829703,+,124843
Y_RNA,8,38720695,38720806,+,112
RP11-723D22.2,8,38776318,38778971,+,2654
RP11-723D22.3,8,38821541,38823114,-,1574
PLEKHA2,8,38877910,38950585,+,72676
CTD-2544N14.3,8,38947036,38949687,-,2652
HTRA4,8,38950840,38965338,+,14499
TM2D2,8,38965484,38973500,-,8017
ADAM9,8,38973545,39081820,+,108276
SNORD38,8,38995291,38995359,-,69
ADAM32,8,39083666,39261587,+,177922
RPL3P10,8,39134214,39135377,-,1164
RP11-1113C11.2,8,39286585,39287119,-,535
ADAM5,8,39291267,39394054,+,102788
ADAM3A,8,39427721,39499528,-,71808
RP11-122L4.1,8,39532822,39535209,+,2388
AC123767.1,8,39537613,39537703,+,91
CTD-2024D23.1,8,39543381,39556810,+,13430
ADAM18,8,39561165,39706740,+,145576
ADAM2,8,39720411,39814965,-,94555
AC136365.1,8,39732758,39732864,-,107
KB-1582A10.1,8,39836895,39837201,+,307
KB-1582A10.2,8,39844112,39844488,-,377
IDO1,8,39878951,39905120,+,26170
RP11-44K6.3,8,39880451,39971924,-,91474
RP11-44K6.2,8,39890905,39892397,+,1493
RP11-44K6.4,8,39894752,39897566,-,2815
IDO2,8,39911290,39993067,+,81778
RP11-44K6.5,8,39974545,39975175,-,631
RP11-359E19.1,8,40080845,40084611,+,3767
RP11-359E19.2,8,40091327,40104144,+,12818
C8orf4,8,40130146,40131978,+,1833
RP11-470M17.2,8,40138134,40149288,+,11155
CTA-392C11.1,8,40275417,40320078,-,44662
CTA-392C11.2,8,40346704,40378524,+,31821
ZMAT4,8,40507266,40874509,-,367244
RP11-465K16.1,8,40876692,40878530,-,1839
U6,8,41009568,41009674,+,107
SFRP1,8,41238638,41286173,-,47536
MIR548AO,8,41247724,41247819,-,96
RPS29P2,8,41248107,41248242,+,136
CTD-3080F16.3,8,41251791,41253679,-,1889
U6,8,41274839,41274941,+,103
SNORD65,8,41403331,41403403,+,73
RP11-15G16.1,8,41411974,41417095,+,5122
GOLGA7,8,41467072,41487656,+,20585
KRT18P37,8,41487916,41489197,+,1282
GINS4,8,41505882,41521722,+,15841
RP11-360L9.4,8,41510831,41555044,-,44214
RP11-360L9.7,8,41517057,41521720,-,4664
AGPAT6,8,41553863,41601677,+,47815
RP11-360L9.8,8,41586368,41598178,-,11811
NKX6-3,8,41621854,41628012,-,6159
ANK1,8,41629896,41873437,-,243542
MIR486,8,41637116,41637183,+,68
RP11-930P14.1,8,41637666,41642241,+,4576
Y_RNA,8,41780024,41780125,+,102
RP11-930P14.2,8,41804840,41806609,-,1770
Metazoa_SRP,8,41816737,41817014,-,278
KAT6A,8,41906154,42028665,-,122512
AC090571.1,8,41937915,41939341,-,1427
SNORD112,8,42020179,42020250,-,72
RP11-589C21.1,8,42077993,42078511,+,519
RP11-589C21.2,8,42105449,42105924,-,476
RP11-589C21.5,8,42128447,42129438,-,992
AP3M2,8,42129621,42148348,+,18728
PLAT,8,42151393,42184399,-,33007
snoU13,8,42202308,42202409,-,102
RP11-231D20.2,8,42210350,42247872,-,37523
IKBKB,8,42247977,42309130,+,61154
POLB,8,42315129,42348483,+,33355
RP11-231D20.1,8,42318442,42319309,-,868
DKK4,8,42350743,42353907,-,3165
VDAC3,8,42368299,42382572,+,14274
SLC20A2,8,42393150,42516226,-,123077
RP11-1007J8.1,8,42461275,42461694,+,420
RP11-503E24.2,8,42511829,42512604,-,776
C8orf40,8,42515455,42527308,+,11854
CHRNB3,8,42671676,42711707,+,40032
RP11-412B14.1,8,42679883,42696246,-,16364
RP11-412B14.2,8,42699847,42700528,-,682
CHRNA6,8,42726920,42770692,-,43773
THAP1,8,42810974,42817625,-,6652
RNF170,8,42823937,42871590,-,47654
Metazoa_SRP,8,42855536,42855832,+,297
MIR4469,8,42870497,42870575,-,79
HOOK3,8,42871232,43002412,+,131181
Y_RNA,8,42923688,42923795,-,108
FNTA,8,42992724,43051634,+,58911
FNTA,8,43008494,43060088,+,51595
U1,8,43047774,43047918,+,145
SGK196,8,43067815,43097734,+,29920
RP11-598P20.3,8,43100295,43100697,-,403
HGSNAT,8,43114713,43177155,+,62443
VN1R46P,8,43194260,43195109,-,850
RP11-726G23.2,8,43221055,43221235,-,181
RP11-726G23.11,8,43221491,43221710,+,220
RP11-359P18.2,8,43226011,43226158,+,148
RP11-726G23.3,8,43228032,43228389,+,358
AFG3L2P1,8,43244498,43246262,-,1765
RP11-726G23.7,8,43249082,43249591,-,510
RP11-726G23.10,8,43250570,43251123,-,554
RP11-726G23.8,8,43258926,43259106,-,181
POTEA,8,43266783,43337818,+,71036
U6,8,43277676,43277782,+,107
RP11-726G23.12,8,43288248,43288500,+,253
AC022616.1,8,43341013,43341087,-,75
RP11-726G23.6,8,43346859,43346977,+,119
U3,8,43352598,43352809,+,212
7SK,8,43355944,43356248,+,305
RP11-359P18.1,8,43417202,43427212,+,10011
RP11-359P18.7,8,43468237,43469062,+,826
RP11-359P18.8,8,43486120,43486333,-,214
SNX18P27,8,43487943,43488721,+,779
RP11-359P18.5,8,43513437,43513772,+,336
CYP4F44P,8,43514273,43515227,+,955
RP11-359P18.6,8,43516376,43518357,+,1982
AC134698.1,8,43534968,43535073,+,106
RP11-643N23.2,8,43647123,43647375,+,253
RP11-643N23.1,8,43648570,43648891,-,322
AC113134.1,8,47291347,47291637,+,291
HSPA8P13,8,47579876,47581589,+,1714
ASNSP1,8,47610000,47645310,-,35311
RP11-790L1.3,8,47702626,47702713,+,88
ASNSP4,8,47728417,47729475,+,1059
RP11-101E19.8,8,47815587,47816715,+,1129
TRIM60P15,8,47822852,47823851,+,1000
LINC00293,8,47853024,47885094,+,32071
MTND1P7,8,47858015,47859196,-,1182
U6,8,47861837,47861943,+,107
RP11-101E19.4,8,47868365,47869493,-,1129
MTND6P20,8,47869575,47869992,+,418
RP11-101E19.7,8,47901689,47902832,-,1144
RP11-350F16.1,8,47953348,47959619,+,6272
RP11-350F16.2,8,47961627,47965233,-,3607
MAPK6PS4,8,48003264,48005405,-,2142
7SK,8,48098809,48099111,-,303
AC026241.1,8,48116140,48116214,+,75
RP11-1134I14.2,8,48120360,48229649,-,109290
U6,8,48162569,48162675,-,107
RPL10AP2,8,48187906,48188559,+,654
RP11-1134I14.3,8,48195658,48196312,+,655
RP11-1134I14.4,8,48220093,48220348,+,256
RP11-1134I14.8,8,48221560,48224050,+,2491
ATP6V1G1P2,8,48224790,48225135,-,346
RP11-1134I14.6,8,48228820,48229111,-,292
IGLV8OR8-1,8,48233261,48233685,-,425
KIAA0146,8,48335720,48811421,+,475702
RP11-697N18.3,8,48586149,48587256,-,1108
RP11-697N18.4,8,48602512,48603263,+,752
RP11-697N18.1,8,48621919,48623041,-,1123
RP11-697N18.2,8,48667262,48667724,-,463
U6,8,48742886,48742992,+,107
CEBPD,8,48812024,48814201,-,2178
PRKDC,8,48848222,49035296,-,187075
Y_RNA,8,48880193,48880293,-,101
AC103686.1,8,48965172,48965244,+,73
MCM4,8,49035298,49053273,+,17976
U6,8,49054527,49054634,+,108
UBE2V2,8,49083513,49139821,+,56309
RP11-769N21.2,8,49268963,49269740,-,778
CTD-2210A23.1,8,49369139,49369807,-,669
U6,8,49383040,49383143,-,104
RPL29P19,8,49459703,49460162,+,460
RP11-567J20.3,8,49590965,49592202,-,1238
RP11-770E5.1,8,49626680,49773622,+,146943
RP11-567J20.2,8,49627128,49631554,-,4427
AC026904.1,8,49665514,49669734,+,4221
RP11-567J20.1,8,49672571,49696131,-,23561
RP11-770E5.3,8,49695578,49699008,+,3431
RP11-770E5.2,8,49732373,49734007,-,1635
EFCAB1,8,49785901,49810423,-,24523
RP11-22C8.1,8,49988972,49989492,+,521
SNAI2,8,49992802,49996852,-,4051
C8orf22,8,50129423,50151202,+,21780
RP11-10H3.1,8,50243651,50304037,+,60387
7SK,8,50405322,50405659,+,338
RP11-813M16.1,8,50427742,50427956,-,215
RP11-738G5.1,8,50571875,50587292,-,15418
RP11-738G5.2,8,50611498,50629526,-,18029
PSAT1P1,8,50815329,50816434,-,1106
RP11-109P6.2,8,50892699,50896057,-,3359
SNTG1,8,50984902,51869231,+,884330
RP11-759A9.1,8,51456128,51457388,+,1261
RP11-759A9.2,8,51565908,51566578,+,671
RP11-713C9.1,8,51837573,51837911,-,339
RP11-139G7.1,8,51934643,51935175,+,533
SNORA7,8,52090134,52090278,+,145
RP11-401H2.1,8,52332801,52396231,+,63431
PXDNL,8,52394691,52884558,-,489868
RP11-119N19.1,8,52510715,52511622,+,908
RP11-11C20.1,8,52796783,52797277,-,495
PCMTD1,8,52892693,52974288,-,81596
AC090186.1,8,52892696,52893522,+,827
RP11-110G21.2,8,52971070,52971487,-,418
RP11-110G21.1,8,52974438,53022286,+,47849
RP11-546K22.1,8,53036571,53098087,+,61517
RP11-546K22.2,8,53071323,53083468,-,12146
ST18,8,53185952,53536072,-,350121
RP11-26M5.3,8,53225933,53230005,+,4073
RP11-26M5.2,8,53269475,53274693,+,5219
RP11-1023P17.2,8,53369568,53377055,+,7488
RPL34P17,8,53388267,53388613,-,347
FAM150A,8,53609150,53640620,-,31471
RB1CC1,8,53697569,53820956,-,123388
NPBWR1,8,54013544,54016230,+,2687
RP11-182E14.1,8,54050224,54051229,-,1006
AC009800.1,8,54070475,54070546,-,72
AC016113.1,8,54112742,54112862,-,121
RP11-162D9.1,8,54237452,54238100,+,649
RP11-162D9.3,8,54252684,54317796,+,65113
OPRK1,8,54300837,54326810,-,25974
RP11-1081M5.2,8,54463814,54465985,-,2172
RP11-1081M5.1,8,54470324,54471059,-,736
RP11-400K9.3,8,54590283,54591018,+,736
RP11-400K9.4,8,54590284,54599044,-,8761
RP11-400K9.1,8,54608021,54608817,+,797
RP11-400K9.2,8,54612173,54615413,+,3241
RP11-463C14.1,8,54787810,54788009,+,200
ATP6V1H,8,54790670,54918671,-,128002
RGS20,8,54926921,55034416,+,107496
RP11-1070A24.1,8,54962121,54962357,-,237
U6,8,54989832,54989937,+,106
TCEA1,8,55041665,55097642,-,55978
